Year,Sex,Age,Population
2006,M,0,37576
2006,M,1,37557
2006,M,2,37644
2006,M,3,37267
2006,M,4,38124
2006,M,5,38309
2006,M,6,38718
2006,M,7,40271
2006,M,8,40911
2006,M,9,41800
2006,M,10,43099
2006,M,11,42835
2006,M,12,43657
2006,M,13,44202
2006,M,14,46024
2006,M,15,46675
2006,M,16,46619
2006,M,17,45850
2006,M,18,45957
2006,M,19,44361
2006,M,20,44688
2006,M,21,44303
2006,M,22,45314
2006,M,23,44772
2006,M,24,45821
2006,M,25,46150
2006,M,26,46705
2006,M,27,46641
2006,M,28,47121
2006,M,29,47927
2006,M,30,48128
2006,M,31,49074
2006,M,32,51049
2006,M,33,51957
2006,M,34,54217
2006,M,35,56238
2006,M,36,57488
2006,M,37,59289
2006,M,38,61218
2006,M,39,62193
2006,M,40,64323
2006,M,41,65318
2006,M,42,66618
2006,M,43,64896
2006,M,44,62714
2006,M,45,60621
2006,M,46,59601
2006,M,47,58154
2006,M,48,56611
2006,M,49,55523
2006,M,50,54658
2006,M,51,52310
2006,M,52,50529
2006,M,53,48868
2006,M,54,48757
2006,M,55,46983
2006,M,56,48461
2006,M,57,47481
2006,M,58,47777
2006,M,59,46967
2006,M,60,46403
2006,M,61,44769
2006,M,62,43486
2006,M,63,41577
2006,M,64,39561
2006,M,65,36045
2006,M,66,32618
2006,M,67,31573
2006,M,68,30340
2006,M,69,28658
2006,M,70,28252
2006,M,71,27704
2006,M,72,26604
2006,M,73,24807
2006,M,74,24226
2006,M,75,22802
2006,M,76,21759
2006,M,77,20075
2006,M,78,18750
2006,M,79,17345
2006,M,80,16315
2006,M,81,15057
2006,M,82,13301
2006,M,83,12406
2006,M,84,10881
2006,M,85,10072
2006,M,86,8643
2006,M,87,6220
2006,M,88,5179
2006,M,89,4239
2006,M,90,3552
2006,M,91,2773
2006,M,92,2473
2006,M,93,1828
2006,M,94,1366
2006,M,95,938
2006,M,96,634
2006,M,97,437
2006,M,98,300
2006,M,99,472
2006,F,0,35467
2006,F,1,35447
2006,F,2,35923
2006,F,3,35262
2006,F,4,35766
2006,F,5,35934
2006,F,6,36316
2006,F,7,38045
2006,F,8,38759
2006,F,9,39454
2006,F,10,40703
2006,F,11,40458
2006,F,12,41371
2006,F,13,41882
2006,F,14,43889
2006,F,15,43948
2006,F,16,44006
2006,F,17,43433
2006,F,18,43666
2006,F,19,42654
2006,F,20,43461
2006,F,21,43555
2006,F,22,43758
2006,F,23,44181
2006,F,24,45843
2006,F,25,46013
2006,F,26,47358
2006,F,27,47561
2006,F,28,47735
2006,F,29,48559
2006,F,30,49326
2006,F,31,49820
2006,F,32,51413
2006,F,33,52368
2006,F,34,54416
2006,F,35,56820
2006,F,36,57601
2006,F,37,60073
2006,F,38,61381
2006,F,39,62270
2006,F,40,63619
2006,F,41,63927
2006,F,42,64888
2006,F,43,63731
2006,F,44,61651
2006,F,45,60082
2006,F,46,58704
2006,F,47,57411
2006,F,48,55180
2006,F,49,54449
2006,F,50,52681
2006,F,51,51217
2006,F,52,50388
2006,F,53,49009
2006,F,54,49017
2006,F,55,46976
2006,F,56,48129
2006,F,57,47777
2006,F,58,48478
2006,F,59,47406
2006,F,60,47168
2006,F,61,44873
2006,F,62,44503
2006,F,63,43138
2006,F,64,41065
2006,F,65,38726
2006,F,66,36145
2006,F,67,35249
2006,F,68,34209
2006,F,69,32808
2006,F,70,33234
2006,F,71,32738
2006,F,72,32047
2006,F,73,31253
2006,F,74,30722
2006,F,75,29894
2006,F,76,29768
2006,F,77,28635
2006,F,78,27601
2006,F,79,26163
2006,F,80,25815
2006,F,81,24656
2006,F,82,23478
2006,F,83,21844
2006,F,84,19955
2006,F,85,19191
2006,F,86,16927
2006,F,87,13121
2006,F,88,11139
2006,F,89,9846
2006,F,90,8460
2006,F,91,7256
2006,F,92,6701
2006,F,93,5338
2006,F,94,4302
2006,F,95,3260
2006,F,96,2400
2006,F,97,1678
2006,F,98,1216
2006,F,99,2243
2007,M,0,38092
2007,M,1,37718
2007,M,2,38092
2007,M,3,38127
2007,M,4,37680
2007,M,5,38526
2007,M,6,38690
2007,M,7,39144
2007,M,8,40633
2007,M,9,41269
2007,M,10,42130
2007,M,11,43461
2007,M,12,43165
2007,M,13,44018
2007,M,14,44598
2007,M,15,46431
2007,M,16,47057
2007,M,17,47014
2007,M,18,46260
2007,M,19,46543
2007,M,20,45083
2007,M,21,45469
2007,M,22,45171
2007,M,23,46532
2007,M,24,46057
2007,M,25,47405
2007,M,26,47888
2007,M,27,48786
2007,M,28,48435
2007,M,29,48887
2007,M,30,49613
2007,M,31,49736
2007,M,32,50553
2007,M,33,52446
2007,M,34,53182
2007,M,35,55318
2007,M,36,57238
2007,M,37,58481
2007,M,38,60197
2007,M,39,62084
2007,M,40,62955
2007,M,41,65176
2007,M,42,65926
2007,M,43,67274
2007,M,44,65400
2007,M,45,63234
2007,M,46,61115
2007,M,47,59887
2007,M,48,58322
2007,M,49,56730
2007,M,50,55515
2007,M,51,54654
2007,M,52,52229
2007,M,53,50449
2007,M,54,48611
2007,M,55,48461
2007,M,56,46723
2007,M,57,48132
2007,M,58,47060
2007,M,59,47316
2007,M,60,46407
2007,M,61,45882
2007,M,62,44132
2007,M,63,42906
2007,M,64,41024
2007,M,65,38784
2007,M,66,35460
2007,M,67,32113
2007,M,68,31023
2007,M,69,29816
2007,M,70,28115
2007,M,71,27670
2007,M,72,27010
2007,M,73,25983
2007,M,74,24117
2007,M,75,23526
2007,M,76,22037
2007,M,77,20961
2007,M,78,19264
2007,M,79,17845
2007,M,80,16342
2007,M,81,15339
2007,M,82,14041
2007,M,83,12291
2007,M,84,11320
2007,M,85,9854
2007,M,86,8952
2007,M,87,7539
2007,M,88,5372
2007,M,89,4398
2007,M,90,3527
2007,M,91,2864
2007,M,92,2207
2007,M,93,1973
2007,M,94,1416
2007,M,95,1047
2007,M,96,703
2007,M,97,473
2007,M,98,339
2007,M,99,564
2007,F,0,36183
2007,F,1,35461
2007,F,2,35917
2007,F,3,36290
2007,F,4,35647
2007,F,5,36124
2007,F,6,36213
2007,F,7,36677
2007,F,8,38400
2007,F,9,39081
2007,F,10,39775
2007,F,11,40970
2007,F,12,40830
2007,F,13,41641
2007,F,14,42214
2007,F,15,44210
2007,F,16,44323
2007,F,17,44315
2007,F,18,43929
2007,F,19,44538
2007,F,20,43643
2007,F,21,44418
2007,F,22,44645
2007,F,23,45121
2007,F,24,45610
2007,F,25,47445
2007,F,26,47728
2007,F,27,49103
2007,F,28,49216
2007,F,29,49266
2007,F,30,49985
2007,F,31,50524
2007,F,32,51018
2007,F,33,52387
2007,F,34,53266
2007,F,35,55071
2007,F,36,57590
2007,F,37,58223
2007,F,38,60691
2007,F,39,61959
2007,F,40,62732
2007,F,41,64029
2007,F,42,64307
2007,F,43,65336
2007,F,44,64057
2007,F,45,61851
2007,F,46,60270
2007,F,47,58867
2007,F,48,57531
2007,F,49,55246
2007,F,50,54419
2007,F,51,52611
2007,F,52,51070
2007,F,53,50244
2007,F,54,48901
2007,F,55,48742
2007,F,56,46761
2007,F,57,47850
2007,F,58,47501
2007,F,59,48163
2007,F,60,47082
2007,F,61,46893
2007,F,62,44533
2007,F,63,44176
2007,F,64,42786
2007,F,65,40723
2007,F,66,38450
2007,F,67,35846
2007,F,68,34935
2007,F,69,33894
2007,F,70,32497
2007,F,71,32835
2007,F,72,32338
2007,F,73,31593
2007,F,74,30762
2007,F,75,30235
2007,F,76,29321
2007,F,77,29118
2007,F,78,27994
2007,F,79,26804
2007,F,80,25355
2007,F,81,24868
2007,F,82,23538
2007,F,83,22279
2007,F,84,20609
2007,F,85,18679
2007,F,86,17758
2007,F,87,15443
2007,F,88,11807
2007,F,89,9917
2007,F,90,8575
2007,F,91,7222
2007,F,92,6130
2007,F,93,5512
2007,F,94,4288
2007,F,95,3368
2007,F,96,2527
2007,F,97,1841
2007,F,98,1248
2007,F,99,2566
2008,M,0,39355
2008,M,1,38536
2008,M,2,38356
2008,M,3,38665
2008,M,4,38669
2008,M,5,38137
2008,M,6,38978
2008,M,7,39186
2008,M,8,39601
2008,M,9,41111
2008,M,10,41775
2008,M,11,42564
2008,M,12,43916
2008,M,13,43613
2008,M,14,44559
2008,M,15,45104
2008,M,16,46898
2008,M,17,47497
2008,M,18,47510
2008,M,19,46922
2008,M,20,47432
2008,M,21,46076
2008,M,22,46527
2008,M,23,46678
2008,M,24,48259
2008,M,25,47840
2008,M,26,49431
2008,M,27,50142
2008,M,28,50996
2008,M,29,50536
2008,M,30,50880
2008,M,31,51334
2008,M,32,51350
2008,M,33,52119
2008,M,34,53890
2008,M,35,54418
2008,M,36,56559
2008,M,37,58393
2008,M,38,59600
2008,M,39,61313
2008,M,40,63104
2008,M,41,63876
2008,M,42,65991
2008,M,43,66762
2008,M,44,67961
2008,M,45,66051
2008,M,46,63860
2008,M,47,61593
2008,M,48,60283
2008,M,49,58634
2008,M,50,56984
2008,M,51,55815
2008,M,52,54784
2008,M,53,52288
2008,M,54,50473
2008,M,55,48567
2008,M,56,48333
2008,M,57,46569
2008,M,58,47873
2008,M,59,46752
2008,M,60,46861
2008,M,61,46048
2008,M,62,45416
2008,M,63,43588
2008,M,64,42352
2008,M,65,40289
2008,M,66,38208
2008,M,67,34906
2008,M,68,31557
2008,M,69,30475
2008,M,70,29276
2008,M,71,27541
2008,M,72,27065
2008,M,73,26395
2008,M,74,25270
2008,M,75,23413
2008,M,76,22734
2008,M,77,21189
2008,M,78,20143
2008,M,79,18385
2008,M,80,16954
2008,M,81,15369
2008,M,82,14280
2008,M,83,12992
2008,M,84,11244
2008,M,85,10201
2008,M,86,8789
2008,M,87,7900
2008,M,88,6518
2008,M,89,4574
2008,M,90,3621
2008,M,91,2879
2008,M,92,2286
2008,M,93,1735
2008,M,94,1520
2008,M,95,1080
2008,M,96,790
2008,M,97,529
2008,M,98,347
2008,M,99,678
2008,F,0,36961
2008,F,1,36733
2008,F,2,36150
2008,F,3,36379
2008,F,4,36763
2008,F,5,36152
2008,F,6,36555
2008,F,7,36667
2008,F,8,37135
2008,F,9,38889
2008,F,10,39496
2008,F,11,40178
2008,F,12,41400
2008,F,13,41288
2008,F,14,41977
2008,F,15,42539
2008,F,16,44651
2008,F,17,44711
2008,F,18,44947
2008,F,19,44854
2008,F,20,45760
2008,F,21,44705
2008,F,22,45701
2008,F,23,46145
2008,F,24,46876
2008,F,25,47371
2008,F,26,49476
2008,F,27,49978
2008,F,28,51117
2008,F,29,50999
2008,F,30,50852
2008,F,31,51500
2008,F,32,51976
2008,F,33,52268
2008,F,34,53455
2008,F,35,54264
2008,F,36,55980
2008,F,37,58488
2008,F,38,59081
2008,F,39,61331
2008,F,40,62674
2008,F,41,63435
2008,F,42,64641
2008,F,43,64770
2008,F,44,65858
2008,F,45,64492
2008,F,46,62235
2008,F,47,60648
2008,F,48,59205
2008,F,49,57755
2008,F,50,55406
2008,F,51,54529
2008,F,52,52692
2008,F,53,51150
2008,F,54,50242
2008,F,55,48767
2008,F,56,48705
2008,F,57,46628
2008,F,58,47650
2008,F,59,47272
2008,F,60,47892
2008,F,61,46824
2008,F,62,46566
2008,F,63,44241
2008,F,64,43843
2008,F,65,42487
2008,F,66,40415
2008,F,67,38177
2008,F,68,35555
2008,F,69,34622
2008,F,70,33574
2008,F,71,32142
2008,F,72,32462
2008,F,73,31935
2008,F,74,31137
2008,F,75,30229
2008,F,76,29669
2008,F,77,28704
2008,F,78,28504
2008,F,79,27255
2008,F,80,25953
2008,F,81,24461
2008,F,82,23822
2008,F,83,22455
2008,F,84,21002
2008,F,85,19162
2008,F,86,17316
2008,F,87,16216
2008,F,88,13908
2008,F,89,10534
2008,F,90,8598
2008,F,91,7359
2008,F,92,6062
2008,F,93,4984
2008,F,94,4458
2008,F,95,3407
2008,F,96,2585
2008,F,97,1895
2008,F,98,1384
2008,F,99,2885
2009,M,0,40147
2009,M,1,39763
2009,M,2,39103
2009,M,3,38702
2009,M,4,39086
2009,M,5,39064
2009,M,6,38503
2009,M,7,39322
2009,M,8,39524
2009,M,9,39993
2009,M,10,41447
2009,M,11,42217
2009,M,12,42923
2009,M,13,44258
2009,M,14,44013
2009,M,15,44951
2009,M,16,45445
2009,M,17,47264
2009,M,18,47921
2009,M,19,48008
2009,M,20,47575
2009,M,21,48093
2009,M,22,46769
2009,M,23,47600
2009,M,24,47861
2009,M,25,49568
2009,M,26,49303
2009,M,27,50989
2009,M,28,51658
2009,M,29,52525
2009,M,30,51859
2009,M,31,52022
2009,M,32,52584
2009,M,33,52358
2009,M,34,53084
2009,M,35,54719
2009,M,36,55111
2009,M,37,57338
2009,M,38,59045
2009,M,39,60227
2009,M,40,61842
2009,M,41,63642
2009,M,42,64282
2009,M,43,66489
2009,M,44,67171
2009,M,45,68381
2009,M,46,66445
2009,M,47,64091
2009,M,48,61853
2009,M,49,60392
2009,M,50,58720
2009,M,51,57022
2009,M,52,55754
2009,M,53,54712
2009,M,54,52149
2009,M,55,50278
2009,M,56,48431
2009,M,57,48120
2009,M,58,46330
2009,M,59,47539
2009,M,60,46244
2009,M,61,46398
2009,M,62,45600
2009,M,63,44877
2009,M,64,43037
2009,M,65,41583
2009,M,66,39688
2009,M,67,37620
2009,M,68,34377
2009,M,69,30986
2009,M,70,29917
2009,M,71,28678
2009,M,72,26949
2009,M,73,26393
2009,M,74,25692
2009,M,75,24547
2009,M,76,22622
2009,M,77,21865
2009,M,78,20312
2009,M,79,19288
2009,M,80,17411
2009,M,81,15949
2009,M,82,14327
2009,M,83,13203
2009,M,84,11923
2009,M,85,10189
2009,M,86,9108
2009,M,87,7756
2009,M,88,6831
2009,M,89,5557
2009,M,90,3812
2009,M,91,2937
2009,M,92,2291
2009,M,93,1841
2009,M,94,1362
2009,M,95,1193
2009,M,96,811
2009,M,97,596
2009,M,98,390
2009,M,99,821
2009,F,0,37639
2009,F,1,37310
2009,F,2,37211
2009,F,3,36531
2009,F,4,36678
2009,F,5,37106
2009,F,6,36496
2009,F,7,36873
2009,F,8,37010
2009,F,9,37485
2009,F,10,39219
2009,F,11,39830
2009,F,12,40503
2009,F,13,41689
2009,F,14,41576
2009,F,15,42239
2009,F,16,42919
2009,F,17,44982
2009,F,18,45329
2009,F,19,45846
2009,F,20,45895
2009,F,21,46669
2009,F,22,45758
2009,F,23,47096
2009,F,24,47555
2009,F,25,48448
2009,F,26,49084
2009,F,27,51265
2009,F,28,51685
2009,F,29,52654
2009,F,30,52419
2009,F,31,52077
2009,F,32,52656
2009,F,33,52958
2009,F,34,53166
2009,F,35,54300
2009,F,36,54933
2009,F,37,56611
2009,F,38,59041
2009,F,39,59618
2009,F,40,61805
2009,F,41,63169
2009,F,42,63893
2009,F,43,65047
2009,F,44,65159
2009,F,45,66245
2009,F,46,64817
2009,F,47,62442
2009,F,48,60899
2009,F,49,59328
2009,F,50,57869
2009,F,51,55449
2009,F,52,54598
2009,F,53,52677
2009,F,54,51102
2009,F,55,50103
2009,F,56,48600
2009,F,57,48540
2009,F,58,46437
2009,F,59,47462
2009,F,60,46993
2009,F,61,47648
2009,F,62,46546
2009,F,63,46249
2009,F,64,43938
2009,F,65,43527
2009,F,66,42151
2009,F,67,40007
2009,F,68,37845
2009,F,69,35269
2009,F,70,34277
2009,F,71,33210
2009,F,72,31745
2009,F,73,31990
2009,F,74,31449
2009,F,75,30594
2009,F,76,29623
2009,F,77,29033
2009,F,78,28052
2009,F,79,27798
2009,F,80,26404
2009,F,81,25041
2009,F,82,23462
2009,F,83,22669
2009,F,84,21196
2009,F,85,19632
2009,F,86,17785
2009,F,87,15814
2009,F,88,14589
2009,F,89,12349
2009,F,90,9157
2009,F,91,7320
2009,F,92,6152
2009,F,93,4947
2009,F,94,3948
2009,F,95,3513
2009,F,96,2624
2009,F,97,1962
2009,F,98,1421
2009,F,99,3311
2010,M,0,39948
2010,M,1,40911
2010,M,2,40657
2010,M,3,39776
2010,M,4,39466
2010,M,5,39510
2010,M,6,39273
2010,M,7,38709
2010,M,8,39436
2010,M,9,39684
2010,M,10,42141
2010,M,11,41730
2010,M,12,42540
2010,M,13,43097
2010,M,14,44428
2010,M,15,44190
2010,M,16,45062
2010,M,17,45704
2010,M,18,47679
2010,M,19,48744
2010,M,20,48995
2010,M,21,48855
2010,M,22,49540
2010,M,23,48726
2010,M,24,50037
2010,M,25,50602
2010,M,26,52214
2010,M,27,52423
2010,M,28,53913
2010,M,29,54364
2010,M,30,55180
2010,M,31,53599
2010,M,32,53254
2010,M,33,53581
2010,M,34,53024
2010,M,35,53201
2010,M,36,54955
2010,M,37,55264
2010,M,38,57475
2010,M,39,59191
2010,M,40,60380
2010,M,41,62060
2010,M,42,64002
2010,M,43,64688
2010,M,44,66958
2010,M,45,67773
2010,M,46,68756
2010,M,47,66710
2010,M,48,64411
2010,M,49,62096
2010,M,50,60644
2010,M,51,58787
2010,M,52,57107
2010,M,53,55623
2010,M,54,54523
2010,M,55,51918
2010,M,56,50006
2010,M,57,48045
2010,M,58,47674
2010,M,59,45831
2010,M,60,46799
2010,M,61,45495
2010,M,62,45646
2010,M,63,44763
2010,M,64,44112
2010,M,65,42111
2010,M,66,40694
2010,M,67,38745
2010,M,68,36771
2010,M,69,33590
2010,M,70,30225
2010,M,71,29190
2010,M,72,27838
2010,M,73,26272
2010,M,74,25583
2010,M,75,24875
2010,M,76,23648
2010,M,77,21711
2010,M,78,20849
2010,M,79,19347
2010,M,80,18194
2010,M,81,16295
2010,M,82,14861
2010,M,83,13206
2010,M,84,12064
2010,M,85,10698
2010,M,86,9087
2010,M,87,7901
2010,M,88,6628
2010,M,89,5677
2010,M,90,4528
2010,M,91,3034
2010,M,92,2222
2010,M,93,1678
2010,M,94,1260
2010,M,95,885
2010,M,96,734
2010,M,97,458
2010,M,98,298
2010,M,99,384
2010,F,0,38083
2010,F,1,38440
2010,F,2,38136
2010,F,3,37932
2010,F,4,37280
2010,F,5,37264
2010,F,6,37670
2010,F,7,36915
2010,F,8,37201
2010,F,9,37392
2010,F,10,39722
2010,F,11,39822
2010,F,12,40338
2010,F,13,41066
2010,F,14,42249
2010,F,15,42144
2010,F,16,42685
2010,F,17,43380
2010,F,18,45604
2010,F,19,46427
2010,F,20,47151
2010,F,21,47061
2010,F,22,48150
2010,F,23,47603
2010,F,24,48863
2010,F,25,49666
2010,F,26,50680
2010,F,27,51139
2010,F,28,53139
2010,F,29,53212
2010,F,30,53953
2010,F,31,53315
2010,F,32,52681
2010,F,33,52948
2010,F,34,53273
2010,F,35,53117
2010,F,36,54477
2010,F,37,55129
2010,F,38,56806
2010,F,39,59304
2010,F,40,60128
2010,F,41,62263
2010,F,42,63705
2010,F,43,64404
2010,F,44,65484
2010,F,45,65514
2010,F,46,66769
2010,F,47,65175
2010,F,48,62720
2010,F,49,60991
2010,F,50,59403
2010,F,51,57878
2010,F,52,55471
2010,F,53,54352
2010,F,54,52523
2010,F,55,50890
2010,F,56,49810
2010,F,57,48426
2010,F,58,48133
2010,F,59,46103
2010,F,60,47166
2010,F,61,46618
2010,F,62,47205
2010,F,63,46116
2010,F,64,45891
2010,F,65,43451
2010,F,66,43078
2010,F,67,41714
2010,F,68,39646
2010,F,69,37442
2010,F,70,34885
2010,F,71,33881
2010,F,72,32758
2010,F,73,31291
2010,F,74,31525
2010,F,75,30956
2010,F,76,30018
2010,F,77,29030
2010,F,78,28362
2010,F,79,27262
2010,F,80,26940
2010,F,81,25403
2010,F,82,23912
2010,F,83,22236
2010,F,84,21268
2010,F,85,19721
2010,F,86,18024
2010,F,87,16117
2010,F,88,14105
2010,F,89,12764
2010,F,90,10517
2010,F,91,7535
2010,F,92,5867
2010,F,93,4862
2010,F,94,3742
2010,F,95,2880
2010,F,96,2337
2010,F,97,1656
2010,F,98,1115
2010,F,99,1853
2011,M,0,40424
2011,M,1,41745
2011,M,2,41307
2011,M,3,41004
2011,M,4,40080
2011,M,5,39825
2011,M,6,39869
2011,M,7,39534
2011,M,8,39045
2011,M,9,39718
2011,M,10,39967
2011,M,11,42481
2011,M,12,42071
2011,M,13,42829
2011,M,14,43515
2011,M,15,44730
2011,M,16,44502
2011,M,17,45380
2011,M,18,46350
2011,M,19,48513
2011,M,20,49450
2011,M,21,49672
2011,M,22,49710
2011,M,23,50749
2011,M,24,50089
2011,M,25,51542
2011,M,26,52119
2011,M,27,53876
2011,M,28,53865
2011,M,29,55260
2011,M,30,55618
2011,M,31,56338
2011,M,32,54622
2011,M,33,54319
2011,M,34,54468
2011,M,35,53863
2011,M,36,54093
2011,M,37,55762
2011,M,38,55962
2011,M,39,58067
2011,M,40,59871
2011,M,41,61028
2011,M,42,62625
2011,M,43,64485
2011,M,44,65177
2011,M,45,67289
2011,M,46,68102
2011,M,47,69014
2011,M,48,66946
2011,M,49,64501
2011,M,50,62209
2011,M,51,60678
2011,M,52,58833
2011,M,53,57032
2011,M,54,55505
2011,M,55,54269
2011,M,56,51728
2011,M,57,49757
2011,M,58,47756
2011,M,59,47316
2011,M,60,45247
2011,M,61,46264
2011,M,62,44964
2011,M,63,45101
2011,M,64,44125
2011,M,65,43272
2011,M,66,41371
2011,M,67,40064
2011,M,68,38122
2011,M,69,36171
2011,M,70,32994
2011,M,71,29658
2011,M,72,28604
2011,M,73,27208
2011,M,74,25577
2011,M,75,24863
2011,M,76,24088
2011,M,77,22776
2011,M,78,20865
2011,M,79,19938
2011,M,80,18379
2011,M,81,17161
2011,M,82,15245
2011,M,83,13799
2011,M,84,12158
2011,M,85,10937
2011,M,86,9592
2011,M,87,8035
2011,M,88,6850
2011,M,89,5672
2011,M,90,4733
2011,M,91,3716
2011,M,92,2445
2011,M,93,1715
2011,M,94,1284
2011,M,95,921
2011,M,96,629
2011,M,97,523
2011,M,98,321
2011,M,99,412
2011,F,0,38002
2011,F,1,39918
2011,F,2,38889
2011,F,3,38518
2011,F,4,38208
2011,F,5,37604
2011,F,6,37581
2011,F,7,37924
2011,F,8,37225
2011,F,9,37538
2011,F,10,37683
2011,F,11,40066
2011,F,12,40128
2011,F,13,40599
2011,F,14,41352
2011,F,15,42535
2011,F,16,42434
2011,F,17,42921
2011,F,18,44028
2011,F,19,46501
2011,F,20,47400
2011,F,21,48114
2011,F,22,48060
2011,F,23,49396
2011,F,24,48962
2011,F,25,50287
2011,F,26,51291
2011,F,27,52367
2011,F,28,52673
2011,F,29,54524
2011,F,30,54558
2011,F,31,55120
2011,F,32,54343
2011,F,33,53574
2011,F,34,53858
2011,F,35,54119
2011,F,36,53805
2011,F,37,55203
2011,F,38,55677
2011,F,39,57339
2011,F,40,59771
2011,F,41,60630
2011,F,42,62590
2011,F,43,64059
2011,F,44,64704
2011,F,45,65759
2011,F,46,65719
2011,F,47,66983
2011,F,48,65310
2011,F,49,62884
2011,F,50,61080
2011,F,51,59469
2011,F,52,57870
2011,F,53,55417
2011,F,54,54264
2011,F,55,52411
2011,F,56,50726
2011,F,57,49634
2011,F,58,48178
2011,F,59,47921
2011,F,60,45853
2011,F,61,46894
2011,F,62,46288
2011,F,63,46864
2011,F,64,45753
2011,F,65,45495
2011,F,66,43095
2011,F,67,42751
2011,F,68,41370
2011,F,69,39298
2011,F,70,37115
2011,F,71,34507
2011,F,72,33533
2011,F,73,32355
2011,F,74,30899
2011,F,75,31019
2011,F,76,30404
2011,F,77,29429
2011,F,78,28401
2011,F,79,27624
2011,F,80,26422
2011,F,81,26040
2011,F,82,24433
2011,F,83,22764
2011,F,84,21083
2011,F,85,19921
2011,F,86,18291
2011,F,87,16490
2011,F,88,14582
2011,F,89,12654
2011,F,90,11159
2011,F,91,8957
2011,F,92,6337
2011,F,93,4826
2011,F,94,3886
2011,F,95,2960
2011,F,96,2174
2011,F,97,1696
2011,F,98,1163
2011,F,99,1921
2012,M,0,41132
